INFO  - 2014-11-12 17:17:43.211; org.eclipse.jetty.server.Server; jetty-8.1.10.v20130312
INFO  - 2014-12-28 22:16:10.462; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/doipoc/solr/colecao1/lib/vorbis-java-tika-0.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.462; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/doipoc/solr/colecao1/lib/xercesImpl-2.9.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.463; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/doipoc/solr/colecao1/lib/xmlbeans-2.6.0.jar' to classloader
INFO  - 2014-12-28 22:16:10.463; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/doipoc/solr/colecao1/lib/xmpcore-5.1.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.464; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/doipoc/solr/colecao1/lib/xz-1.4.jar' to classloader
INFO  - 2014-12-28 22:16:10.641; org.apache.solr.core.SolrConfig; Adding specified lib dirs to ClassLoader
INFO  - 2014-12-28 22:16:10.644; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/apache-mime4j-core-0.7.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.644; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/apache-mime4j-dom-0.7.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.644; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/aspectjrt-1.6.11.jar' to classloader
INFO  - 2014-12-28 22:16:10.645; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/bcmail-jdk15-1.45.jar' to classloader
INFO  - 2014-12-28 22:16:10.645; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/bcprov-jdk15-1.45.jar' to classloader
INFO  - 2014-12-28 22:16:10.645; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/boilerpipe-1.1.0.jar' to classloader
INFO  - 2014-12-28 22:16:10.646; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/commons-compress-1.7.jar' to classloader
INFO  - 2014-12-28 22:16:10.646; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/dom4j-1.6.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.647; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/fontbox-1.8.4.jar' to classloader
INFO  - 2014-12-28 22:16:10.647; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/icu4j-53.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.647; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/isoparser-1.0-RC-1.jar' to classloader
INFO  - 2014-12-28 22:16:10.648; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/jdom-1.0.jar' to classloader
INFO  - 2014-12-28 22:16:10.648; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/jempbox-1.8.4.jar' to classloader
INFO  - 2014-12-28 22:16:10.649; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/jhighlight-1.0.jar' to classloader
INFO  - 2014-12-28 22:16:10.649; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/juniversalchardet-1.0.3.jar' to classloader
INFO  - 2014-12-28 22:16:10.649; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/metadata-extractor-2.6.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.650; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/pdfbox-1.8.4.jar' to classloader
INFO  - 2014-12-28 22:16:10.650; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/poi-3.10.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.650; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/poi-ooxml-3.10.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.651; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/poi-ooxml-schemas-3.10.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.651; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/poi-scratchpad-3.10.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.652; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/rome-0.9.jar' to classloader
INFO  - 2014-12-28 22:16:10.652; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/tagsoup-1.2.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.653; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/tika-core-1.5.jar' to classloader
INFO  - 2014-12-28 22:16:10.653; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/tika-parsers-1.5.jar' to classloader
INFO  - 2014-12-28 22:16:10.653; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/tika-xmp-1.5.jar' to classloader
INFO  - 2014-12-28 22:16:10.654; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/vorbis-java-core-0.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.654; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/vorbis-java-tika-0.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.655; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/xercesImpl-2.9.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.656; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/xmlbeans-2.6.0.jar' to classloader
INFO  - 2014-12-28 22:16:10.656; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/xmpcore-5.1.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.656; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/extraction/lib/xz-1.4.jar' to classloader
INFO  - 2014-12-28 22:16:10.673; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/dist/solr-cell-4.10.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.675; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/clustering/lib/attributes-binder-1.2.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.675; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/clustering/lib/carrot2-mini-3.9.0.jar' to classloader
INFO  - 2014-12-28 22:16:10.676; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/clustering/lib/hppc-0.5.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.676; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/clustering/lib/jackson-core-asl-1.9.13.jar' to classloader
INFO  - 2014-12-28 22:16:10.677; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/clustering/lib/jackson-mapper-asl-1.9.13.jar' to classloader
INFO  - 2014-12-28 22:16:10.677; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/clustering/lib/mahout-collections-1.0.jar' to classloader
INFO  - 2014-12-28 22:16:10.677; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/clustering/lib/mahout-math-0.6.jar' to classloader
INFO  - 2014-12-28 22:16:10.678; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/clustering/lib/simple-xml-2.7.jar' to classloader
INFO  - 2014-12-28 22:16:10.679; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/dist/solr-clustering-4.10.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.682; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/langid/lib/jsonic-1.2.7.jar' to classloader
INFO  - 2014-12-28 22:16:10.683; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/langid/lib/langdetect-1.1-20120112.jar' to classloader
INFO  - 2014-12-28 22:16:10.684; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/dist/solr-langid-4.10.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.686; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/velocity/lib/commons-beanutils-1.8.3.jar' to classloader
INFO  - 2014-12-28 22:16:10.686; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/velocity/lib/commons-collections-3.2.1.jar' to classloader
INFO  - 2014-12-28 22:16:10.687; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/velocity/lib/velocity-1.7.jar' to classloader
INFO  - 2014-12-28 22:16:10.687; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/contrib/velocity/lib/velocity-tools-2.0.jar' to classloader
INFO  - 2014-12-28 22:16:10.690; org.apache.solr.core.SolrResourceLoader; Adding 'file:/SOLR/solr-4.10.2/dist/solr-velocity-4.10.2.jar' to classloader
INFO  - 2014-12-28 22:16:10.874; org.apache.solr.update.SolrIndexConfig; IndexWriter infoStream solr logging is enabled
INFO  - 2014-12-28 22:16:10.885; org.apache.solr.core.SolrConfig; Using Lucene MatchVersion: 4.10.2
INFO  - 2014-12-28 22:16:11.127; org.apache.solr.core.SolrConfig; Loaded SolrConfig: solrconfig.xml
INFO  - 2014-12-28 22:16:11.142; org.apache.solr.schema.IndexSchema; Reading Solr Schema from /SOLR/solr-4.10.2/doipoc/solr/colecao1/conf/schema.xml
INFO  - 2014-12-28 22:16:11.251; org.apache.solr.schema.IndexSchema; [colecao1] Schema name=example
INFO  - 2014-12-28 22:16:11.986; org.apache.solr.schema.IndexSchema; unique key field: id
INFO  - 2014-12-28 22:16:12.014; org.apache.solr.rest.RestManager$Registry; Registered ManagedResource impl org.apache.solr.rest.schema.analysis.ManagedWordSetResource for path /schema/analysis/stopwords/english
INFO  - 2014-12-28 22:16:12.016; org.apache.solr.rest.RestManager$Registry; Registered ManagedResource impl org.apache.solr.rest.schema.analysis.ManagedSynonymFilterFactory$SynonymManager for path /schema/analysis/synonyms/english
INFO  - 2014-12-28 22:16:12.148; org.apache.solr.schema.FileExchangeRateProvider; Reloading exchange rates from file currency.xml
INFO  - 2014-12-28 22:16:12.154; org.apache.solr.schema.FileExchangeRateProvider; Reloading exchange rates from file currency.xml
INFO  - 2014-12-28 22:16:12.389; org.apache.solr.core.CoreContainer; Creating SolrCore 'colecao1' using configuration from instancedir /SOLR/solr-4.10.2/doipoc/solr/colecao1/
INFO  - 2014-12-28 22:16:12.425; org.apache.solr.core.SolrCore; solr.NRTCachingDirectoryFactory
INFO  - 2014-12-28 22:16:12.525; org.apache.solr.core.SolrCore; [colecao1] Opening new SolrCore at /SOLR/solr-4.10.2/doipoc/solr/colecao1/, dataDir=/SOLR/solr-4.10.2/doipoc/solr/colecao1/data/
INFO  - 2014-12-28 22:16:12.536; org.apache.solr.core.JmxMonitoredMap; No JMX servers found, not exposing Solr information with JMX.
INFO  - 2014-12-28 22:16:12.548; org.apache.solr.core.SolrCore; [colecao1] Added SolrEventListener for newSearcher: org.apache.solr.core.QuerySenderListener{queries=[]}
INFO  - 2014-12-28 22:16:12.552; org.apache.solr.core.SolrCore; [colecao1] Added SolrEventListener for firstSearcher: org.apache.solr.core.QuerySenderListener{queries=[{q=static firstSearcher warming in solrconfig.xml}]}
INFO  - 2014-12-28 22:16:12.586; org.apache.solr.core.CachingDirectoryFactory; return new directory for /SOLR/solr-4.10.2/doipoc/solr/colecao1/data
INFO  - 2014-12-28 22:16:12.654; org.apache.solr.core.SolrCore; New index directory detected: old=null new=/SOLR/solr-4.10.2/doipoc/solr/colecao1/data/index/
INFO  - 2014-12-28 22:16:12.656; org.apache.solr.core.CachingDirectoryFactory; return new directory for /SOLR/solr-4.10.2/doipoc/solr/colecao1/data/index
INFO  - 2014-12-28 22:16:12.685; org.apache.solr.core.SolrCore; created json: solr.JSONResponseWriter
INFO  - 2014-12-28 22:16:12.686; org.apache.solr.core.SolrCore; adding lazy queryResponseWriter: solr.VelocityResponseWriter
INFO  - 2014-12-28 22:16:12.687; org.apache.solr.core.SolrCore; created velocity: solr.VelocityResponseWriter
INFO  - 2014-12-28 22:16:12.695; org.apache.solr.core.SolrCore; created xslt: solr.XSLTResponseWriter
INFO  - 2014-12-28 22:16:12.695; org.apache.solr.response.XSLTResponseWriter; xsltCacheLifetimeSeconds=5
INFO  - 2014-12-28 22:16:12.837; org.apache.solr.core.SolrCore; no updateRequestProcessorChain defined as default, creating implicit default
INFO  - 2014-12-28 22:16:12.855; org.apache.solr.core.RequestHandlers; created /update: org.apache.solr.handler.UpdateRequestHandler
INFO  - 2014-12-28 22:16:12.856; org.apache.solr.core.RequestHandlers; created /update/json: org.apache.solr.handler.UpdateRequestHandler
INFO  - 2014-12-28 22:16:12.857; org.apache.solr.core.RequestHandlers; created /update/csv: org.apache.solr.handler.UpdateRequestHandler
INFO  - 2014-12-28 22:16:12.858; org.apache.solr.core.RequestHandlers; created /update/json/docs: org.apache.solr.handler.UpdateRequestHandler
INFO  - 2014-12-28 22:16:12.869; org.apache.solr.core.RequestHandlers; created /select: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.870; org.apache.solr.core.RequestHandlers; created /query: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.876; org.apache.solr.core.RequestHandlers; created /get: solr.RealTimeGetHandler
INFO  - 2014-12-28 22:16:12.877; org.apache.solr.core.RequestHandlers; created /export: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.877; org.apache.solr.core.RequestHandlers; created /browse: solr.SearchHandler
WARN  - 2014-12-28 22:16:12.880; org.apache.solr.core.RequestHandlers; Multiple requestHandler registered to the same name: /update ignoring: org.apache.solr.handler.UpdateRequestHandler
INFO  - 2014-12-28 22:16:12.881; org.apache.solr.core.RequestHandlers; created /update: solr.UpdateRequestHandler
INFO  - 2014-12-28 22:16:12.881; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.extraction.ExtractingRequestHandler
INFO  - 2014-12-28 22:16:12.882; org.apache.solr.core.RequestHandlers; created /update/extract: solr.extraction.ExtractingRequestHandler
INFO  - 2014-12-28 22:16:12.883; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.FieldAnalysisRequestHandler
INFO  - 2014-12-28 22:16:12.883; org.apache.solr.core.RequestHandlers; created /analysis/field: solr.FieldAnalysisRequestHandler
INFO  - 2014-12-28 22:16:12.883; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.DocumentAnalysisRequestHandler
INFO  - 2014-12-28 22:16:12.883; org.apache.solr.core.RequestHandlers; created /analysis/document: solr.DocumentAnalysisRequestHandler
INFO  - 2014-12-28 22:16:12.887; org.apache.solr.core.RequestHandlers; created /admin/: solr.admin.AdminHandlers
INFO  - 2014-12-28 22:16:12.896; org.apache.solr.core.RequestHandlers; created /admin/ping: solr.PingRequestHandler
INFO  - 2014-12-28 22:16:12.908; org.apache.solr.core.RequestHandlers; created /debug/dump: solr.DumpRequestHandler
INFO  - 2014-12-28 22:16:12.926; org.apache.solr.core.RequestHandlers; created /replication: solr.ReplicationHandler
INFO  - 2014-12-28 22:16:12.926; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.926; org.apache.solr.core.RequestHandlers; created /spell: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.926; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.927; org.apache.solr.core.RequestHandlers; created /suggest: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.927; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.927; org.apache.solr.core.RequestHandlers; created /tvrh: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.928; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.928; org.apache.solr.core.RequestHandlers; created /terms: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.929; org.apache.solr.core.RequestHandlers; adding lazy requestHandler: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.929; org.apache.solr.core.RequestHandlers; created /elevate: solr.SearchHandler
INFO  - 2014-12-28 22:16:12.935; org.apache.solr.core.RequestHandlers; created /dataimport: org.apache.solr.handler.dataimport.DataImportHandler
INFO  - 2014-12-28 22:16:12.975; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2014-12-28 22:16:12.980; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2014-12-28 22:16:12.983; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2014-12-28 22:16:12.985; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2014-12-28 22:16:12.987; org.apache.solr.handler.loader.XMLLoader; xsltCacheLifetimeSeconds=60
INFO  - 2014-12-28 22:16:13.062; org.apache.solr.update.CommitTracker; Hard AutoCommit: if uncommited for 15000ms; 
INFO  - 2014-12-28 22:16:13.063; org.apache.solr.update.CommitTracker; Soft AutoCommit: disabled
INFO  - 2014-12-28 22:16:13.145; org.apache.solr.core.SolrDeletionPolicy; SolrDeletionPolicy.onInit: commits: num=1
	commit{dir=NRTCachingDirectory(MMapDirectory@/SOLR/solr-4.10.2/doipoc/solr/colecao1/data/index lockFactory=NativeFSLockFactory@/SOLR/solr-4.10.2/doipoc/solr/colecao1/data/index; maxCacheMB=48.0 maxMergeSizeMB=4.0),segFN=segments_4,generation=4}
INFO  - 2014-12-28 22:16:13.146; org.apache.solr.core.SolrDeletionPolicy; newest commit generation = 4
INFO  - 2014-12-28 22:16:13.205; org.apache.solr.search.SolrIndexSearcher; Opening Searcher@6cf53293[colecao1] main
INFO  - 2014-12-28 22:16:13.217; org.apache.solr.rest.ManagedResourceStorage$FileStorageIO; File-based storage initialized to use dir: /SOLR/solr-4.10.2/doipoc/solr/colecao1/conf
INFO  - 2014-12-28 22:16:13.217; org.apache.solr.rest.RestManager; Initializing RestManager with initArgs: {storageDir=/SOLR/solr-4.10.2/doipoc/solr/colecao1/conf}
INFO  - 2014-12-28 22:16:13.221; org.apache.solr.rest.ManagedResourceStorage; Reading _rest_managed.json using file:dir=/SOLR/solr-4.10.2/doipoc/solr/colecao1/conf
INFO  - 2014-12-28 22:16:13.237; org.apache.solr.rest.ManagedResourceStorage; Loaded LinkedHashMap at path _rest_managed.json using file:dir=/SOLR/solr-4.10.2/doipoc/solr/colecao1/conf
INFO  - 2014-12-28 22:16:13.238; org.apache.solr.rest.ManagedResource; Loaded initArgs {} for /rest/managed
INFO  - 2014-12-28 22:16:13.238; org.apache.solr.rest.RestManager; Initializing 2 registered ManagedResources
INFO  - 2014-12-28 22:16:13.239; org.apache.solr.rest.ManagedResourceStorage; Reading _schema_analysis_stopwords_english.json using file:dir=/SOLR/solr-4.10.2/doipoc/solr/colecao1/conf
INFO  - 2014-12-28 22:16:13.241; org.apache.solr.rest.ManagedResourceStorage; Loaded LinkedHashMap at path _schema_analysis_stopwords_english.json using file:dir=/SOLR/solr-4.10.2/doipoc/solr/colecao1/conf
INFO  - 2014-12-28 22:16:13.244; org.apache.solr.rest.ManagedResource; Loaded initArgs {ignoreCase=true} for /schema/analysis/stopwords/english
INFO  - 2014-12-28 22:16:13.245; org.apache.solr.rest.schema.analysis.ManagedWordSetResource; Loaded 35 words for /schema/analysis/stopwords/english
INFO  - 2014-12-28 22:16:13.246; org.apache.solr.rest.ManagedResource; Notified 1 observers of /schema/analysis/stopwords/english
INFO  - 2014-12-28 22:16:13.246; org.apache.solr.rest.ManagedResourceStorage; Reading _schema_analysis_synonyms_english.json using file:dir=/SOLR/solr-4.10.2/doipoc/solr/colecao1/conf
INFO  - 2014-12-28 22:16:13.252; org.apache.solr.rest.ManagedResourceStorage; Loaded LinkedHashMap at path _schema_analysis_synonyms_english.json using file:dir=/SOLR/solr-4.10.2/doipoc/solr/colecao1/conf
INFO  - 2014-12-28 22:16:13.253; org.apache.solr.rest.ManagedResource; Loaded initArgs {ignoreCase=true,format=solr} for /schema/analysis/synonyms/english
INFO  - 2014-12-28 22:16:13.254; org.apache.solr.rest.schema.analysis.ManagedSynonymFilterFactory$SynonymManager; Loaded 3 synonym mappings for /schema/analysis/synonyms/english
INFO  - 2014-12-28 22:16:13.258; org.apache.solr.rest.ManagedResource; Notified 1 observers of /schema/analysis/synonyms/english
INFO  - 2014-12-28 22:16:13.259; org.apache.solr.handler.component.SpellCheckComponent; Initializing spell checkers
INFO  - 2014-12-28 22:16:13.278; org.apache.solr.spelling.DirectSolrSpellChecker; init: {name=default,field=text,classname=solr.DirectSolrSpellChecker,distanceMeasure=internal,accuracy=0.5,maxEdits=2,minPrefix=1,maxInspections=5,minQueryLength=4,maxQueryFrequency=0.01}
INFO  - 2014-12-28 22:16:13.291; org.apache.solr.handler.component.SpellCheckComponent; No queryConverter defined, using default converter
INFO  - 2014-12-28 22:16:13.293; org.apache.solr.handler.component.SuggestComponent; Initializing SuggestComponent
INFO  - 2014-12-28 22:16:13.295; org.apache.solr.spelling.suggest.SolrSuggester; init: {name=mySuggester,lookupImpl=FuzzyLookupFactory,dictionaryImpl=DocumentDictionaryFactory,field=cat,weightField=price,suggestAnalyzerFieldType=string}
INFO  - 2014-12-28 22:16:13.326; org.apache.solr.spelling.suggest.SolrSuggester; Dictionary loaded with params: {name=mySuggester,lookupImpl=FuzzyLookupFactory,dictionaryImpl=DocumentDictionaryFactory,field=cat,weightField=price,suggestAnalyzerFieldType=string}
INFO  - 2014-12-28 22:16:13.329; org.apache.solr.handler.component.QueryElevationComponent; Loading QueryElevation from: /SOLR/solr-4.10.2/doipoc/solr/colecao1/conf/elevate.xml
INFO  - 2014-12-28 22:16:13.391; org.apache.solr.handler.ReplicationHandler; Commits will be reserved for  10000
INFO  - 2014-12-28 22:16:13.408; org.apache.solr.core.QuerySenderListener; QuerySenderListener sending requests to Searcher@6cf53293[colecao1] main{StandardDirectoryReader(segments_4:11:nrt _2(4.10.2):C1)}
INFO  - 2014-12-28 22:16:13.409; org.apache.solr.core.CoreContainer; registering core: colecao1
INFO  - 2014-12-28 22:16:13.432; org.apache.solr.servlet.SolrDispatchFilter; user.dir=/SOLR/solr-4.10.2/doipoc
INFO  - 2014-12-28 22:16:13.433; org.apache.solr.servlet.SolrDispatchFilter; SolrDispatchFilter.init() done
INFO  - 2014-12-28 22:16:13.489; org.eclipse.jetty.server.AbstractConnector; Started SocketConnector@0.0.0.0:8983
INFO  - 2014-12-28 22:16:13.499; org.apache.solr.core.SolrCore; [colecao1] webapp=null path=null params={q=static+firstSearcher+warming+in+solrconfig.xml&distrib=false&event=firstSearcher} hits=0 status=0 QTime=88 
INFO  - 2014-12-28 22:16:13.500; org.apache.solr.core.QuerySenderListener; QuerySenderListener done.
INFO  - 2014-12-28 22:16:13.501; org.apache.solr.handler.component.SpellCheckComponent$SpellCheckerListener; Loading spell index for spellchecker: default
INFO  - 2014-12-28 22:16:13.501; org.apache.solr.handler.component.SpellCheckComponent$SpellCheckerListener; Loading spell index for spellchecker: wordbreak
INFO  - 2014-12-28 22:16:13.501; org.apache.solr.handler.component.SuggestComponent$SuggesterListener; Loading suggester index for: mySuggester
INFO  - 2014-12-28 22:16:13.502; org.apache.solr.spelling.suggest.SolrSuggester; reload()
INFO  - 2014-12-28 22:16:13.502; org.apache.solr.spelling.suggest.SolrSuggester; build()
INFO  - 2014-12-28 22:16:13.528; org.apache.solr.core.SolrCore; [colecao1] Registered new searcher Searcher@6cf53293[colecao1] main{StandardDirectoryReader(segments_4:11:nrt _2(4.10.2):C1)}
INFO  - 2014-12-28 22:16:16.739; org.apache.solr.servlet.SolrDispatchFilter; [admin] webapp=null path=/admin/cores params={indexInfo=false&wt=json&_=1419812176724} status=0 QTime=3 
INFO  - 2014-12-28 22:16:17.076; org.apache.solr.servlet.SolrDispatchFilter; [admin] webapp=null path=/admin/info/system params={wt=json&_=1419812176959} status=0 QTime=106 
INFO  - 2014-12-28 22:16:20.067; org.apache.solr.core.SolrCore; [colecao1] webapp=/solr path=/admin/file/ params={file=admin-extra.menu-top.html&contentType=text/html;charset%3Dutf-8&_=1419812180050} status=0 QTime=5 
INFO  - 2014-12-28 22:16:20.079; org.apache.solr.core.SolrCore; [colecao1] webapp=/solr path=/admin/file/ params={file=admin-extra.menu-bottom.html&contentType=text/html;charset%3Dutf-8&_=1419812180051} status=0 QTime=1 
INFO  - 2014-12-28 22:16:20.159; org.apache.solr.core.SolrCore; [colecao1] webapp=/solr path=/admin/luke params={show=index&numTerms=0&wt=json&_=1419812180101} status=0 QTime=18 
INFO  - 2014-12-28 22:16:20.161; org.apache.solr.core.SolrCore; [colecao1] webapp=/solr path=/replication params={wt=json&command=details&_=1419812180110} status=0 QTime=19 
INFO  - 2014-12-28 22:16:20.175; org.apache.solr.core.SolrCore; [colecao1] webapp=/solr path=/admin/file/ params={file=admin-extra.html&_=1419812180116} status=0 QTime=0 
INFO  - 2014-12-28 22:16:20.196; org.apache.solr.core.SolrCore; [colecao1] webapp=/solr path=/admin/ping params={action=status&wt=json&_=1419812180119} status=503 QTime=5 
INFO  - 2014-12-28 22:16:20.202; org.apache.solr.core.SolrCore; [colecao1] webapp=/solr path=/admin/system params={wt=json&_=1419812180113} status=0 QTime=27 
INFO  - 2014-12-28 22:16:45.617; org.apache.solr.servlet.SolrDispatchFilter; [admin] webapp=null path=/admin/info/logging params={wt=json&since=0&_=1419812205607} status=0 QTime=3 
INFO  - 2014-12-28 22:16:55.665; org.apache.solr.servlet.SolrDispatchFilter; [admin] webapp=null path=/admin/info/logging params={wt=json&since=1419812172880&_=1419812215659} status=0 QTime=0 
INFO  - 2014-12-28 22:17:05.685; org.apache.solr.servlet.SolrDispatchFilter; [admin] webapp=null path=/admin/info/logging params={wt=json&since=1419812172880&_=1419812225676} status=0 QTime=1 
INFO  - 2014-12-28 22:17:11.986; org.apache.solr.core.SolrCore; [colecao1] webapp=/solr path=/admin/luke params={show=index&numTerms=0&wt=json&_=1419812231976} status=0 QTime=1 
